"year","title","authors","venue","doi","openalex_id","oa_url","cited_by_count","screening_status","screening_reason"
"2024","Semantic communications: Theories, technologies and applications","Ping Zhang; Shi Guangming; Cui Shuguang; Zhaoyang Zhang; Kai Niu; Xiao Yong; Zhijin Qin; Jincheng Dai; Shuo Shao; Denız Gündüz; Eleonora Grassucci","China Communications","10.23919/jcc.2024.10606406","https://openalex.org/W4400878010",,"3","candidate",""
"2024","Semantic MIMO Systems for Speech-to-Text Transmission","Zhenzi Weng; Zhijin Qin; Huiqiang Xie; Xiaoming Tao; Khaled B. Letaief","arXiv (Cornell University)","10.48550/arxiv.2405.08096","https://openalex.org/W4396945269","https://arxiv.org/pdf/2405.08096","0","candidate",""
"2024","Semantic MIMO Systems for Speech-to-Text Transmission","Zhenzi Weng; Zhijin Qin; Huiqiang Xie; Xiaoming Tao; Khaled B. Letaief","IEEE Transactions on Wireless Communications","10.1109/twc.2024.3472612","https://openalex.org/W4403294986","https://doi.org/10.1109/twc.2024.3472612","17","candidate",""
"2024","Structural Coding","Xiaoming Tao; Yiping Duan; Zhijin Qin; Danlan Huang; Liting Wang","Wireless networks","10.1007/978-3-031-64155-8_4","https://openalex.org/W4402601446",,"0","candidate",""
"2024","Synchronous Multi-modal Semantic Communication System with Packet-level Coding","Yun Tian; Jingkai Ying; Zhijin Qin; Jin Ye; Xiaoming Tao","arXiv (Cornell University)","10.48550/arxiv.2408.04535","https://openalex.org/W4402385878","https://arxiv.org/pdf/2408.04535","0","candidate",""
"2024","Synchronous Semantic Communications for Video and Speech","Yun Tian; Jingkai Ying; Zhijin Qin; Ye Jin; Xiaoming Tao",,"10.1109/icc51166.2024.10622487","https://openalex.org/W4402156432",,"4","candidate",""
"2024","Task-Oriented Scene Graph-Based Semantic Communications With Adaptive Channel Coding","Shiqi Sun; Zhijin Qin; Huiqiang Xie; Xiaoming Tao","IEEE Transactions on Wireless Communications","10.1109/twc.2024.3450697","https://openalex.org/W4402217218",,"10","candidate",""
"2024","Toward Intelligent Communications: Large Model Empowered Semantic Communications","Huiqiang Xie; Zhijin Qin; Xiaoming Tao; Zhu Han","IEEE Communications Magazine","10.1109/mcom.001.2300807","https://openalex.org/W4400647281",,"25","candidate",""
"2024","Towards Intelligent Communications: Large Model Empowered Semantic Communications","Huiqiang Xie; Zhijin Qin; Xiaoming Tao; Zhu Han","arXiv (Cornell University)","10.48550/arxiv.2402.13073","https://openalex.org/W4392019382","https://arxiv.org/pdf/2402.13073","0","candidate",""
"2024","Wireless Video Transmission with Joint Semantic-Channel Coding","Yali Huang; Zhijin Qin",,"10.1109/gcwkshp64532.2024.11100878","https://openalex.org/W4413181087",,"0","candidate",""
"2025","A Robust Image Semantic Communication System With Multi-Scale Vision Transformer","Xiang Peng; Zhijin Qin; Xiaoming Tao; Jianhua Lu; Khaled B. Letaief","IEEE Journal on Selected Areas in Communications","10.1109/jsac.2025.3531413","https://openalex.org/W4406794329",,"26","candidate",""
"2025","Adaptive Sampling and Joint Semantic-Channel Coding under Dynamic Channel Environment","Zhiyuan Qi; Yulong Feng; Zhijin Qin","arXiv (Cornell University)","10.48550/arxiv.2502.07236","https://openalex.org/W4407424313","https://arxiv.org/pdf/2502.07236","0","candidate",""
"2025","Balancing Security and Efficiency in GAI-Driven Semantic Communication: Challenges, Solutions, and Future Paths","Qianyun Zhang; Jiting Shi; Weihao Zeng; Xinyu Xu; Zhenyu Guan; Shufeng Li; Zhijin Qin","IEEE Network","10.1109/mnet.2025.3578783","https://openalex.org/W4411203043",,"4","candidate",""
"2025","Cross-Layer Security for Semantic Communications: Metrics and Optimization","Lingyi Wang; Wei Wu; Fuhui Zhou; Zhijin Qin; Qihui Wu","IEEE Transactions on Vehicular Technology","10.1109/tvt.2025.3552777","https://openalex.org/W4408655639",,"11","candidate",""
"2025","Deep Learning Enabled Semantic Communications","Zhijin Qin; Huiqiang Xie; Zhenzi Weng; Xiaoming Tao",,"10.1002/9781394306268","https://openalex.org/W4417119208",,"0","candidate",""
"2025","Deep Learning-Based Semantic Communication System for Wireless Image Transmission","Li-Lin Hu; Lisu Yu; Zhijin Qin","IEEE Wireless Communications Letters","10.1109/lwc.2025.3570499","https://openalex.org/W4410393711",,"13","candidate",""
"2025","Enabling Green Wireless Communications with Neuromorphic Continual Learning","Yanzhen Liu; Zhijin Qin; Yongxu Zhu; Geoffrey Ye Li","arXiv (Cornell University)","10.48550/arxiv.2502.17168","https://openalex.org/W4414848665","https://arxiv.org/pdf/2502.17168","0","candidate",""
"2025","Energy-Efficient Resource Allocation for Multi-User Semantic Communications: A Deep Reinforcement Learning Approach","Xiaojing Chen; Jia Xu; Wei Ni; Shuyan Hu; Zhijin Qin; Shunqing Zhang","IEEE Wireless Communications Letters","10.1109/lwc.2025.3548677","https://openalex.org/W4408182557",,"3","candidate",""
"2025","Generative Semantic Communications for Robust Speech-to-Text Translation","Zhenzi Weng; Zijing Wang; Zhijin Qin; Xiaoming Tao","IEEE Transactions on Wireless Communications","10.1109/twc.2025.3590671","https://openalex.org/W4412718908",,"0","candidate",""
"2025","Hybrid Digital-Analog Semantic Communications","Huiqiang Xie; Zhijin Qin; Zhu Han; Khaled B. Letaief","IEEE Journal on Selected Areas in Communications","10.1109/jsac.2025.3559149","https://openalex.org/W4409326508","https://doi.org/10.1109/jsac.2025.3559149","3","candidate",""
"2025","Image Semantic Communication with Quadtree Partition-based Coding","Yali Huang; Zhijin Qin","arXiv (Cornell University)","10.48550/arxiv.2512.05395","https://openalex.org/W4417142397","https://arxiv.org/pdf/2512.05395","0","candidate",""
"2025","Image Semantic Communication With Quadtree Partition-Based Coding","Yinhuan Huang; Zhijin Qin","IEEE Journal on Selected Areas in Communications","10.1109/jsac.2025.3644827","https://openalex.org/W4417439063",,"1","candidate",""
"2025","Joint Semantic-Channel Coding and Modulation for Token Communications","Jingkai Ying; Zhijin Qin; Yulong Feng; Liejun Wang; Xiaoming Tao","IEEE Transactions on Wireless Communications","10.1109/twc.2025.3636174","https://openalex.org/W4416965747",,"0","candidate",""
"2025","Knowledge Distillation Driven Semantic NOMA for Image Transmission with Diffusion Model","Qifei Wang; Zhen Gao; Sun, Shuo; Zhijin Qin; Xiaodong Xu; Meixia Tao","arXiv (Cornell University)","10.48550/arxiv.2509.07363","https://openalex.org/W4416065819","https://arxiv.org/pdf/2509.07363","0","candidate",""
"2025","Knowledge Graph-Enhanced Robust Cognitive Semantic Communication Against Semantic Impairment","Wei Wu; Tianle Yao; Fuhui Zhou; Zhijin Qin; Han Hu; Quan Wu","IEEE Transactions on Communications","10.1109/tcomm.2025.3649647","https://openalex.org/W7117530080",,"0","candidate",""
"2025","Large Model Empowered Streaming Speech Semantic Communications","Zhenzi Weng; Zhijin Qin; Geoffrey Ye Li","IEEE Wireless Communications Letters","10.1109/lwc.2025.3584710","https://openalex.org/W4411867077",,"1","candidate",""
"2025","Large Speech Model Enabled Semantic Communication","Yun Tian; Zhijin Qin; Guonian Lv; Ye Jin; Kaibin Huang; Han, Zhu","arXiv (Cornell University)","10.48550/arxiv.2512.04711","https://openalex.org/W4417086965","https://arxiv.org/pdf/2512.04711","0","candidate",""
"2025","Multi-Task Semantic Communications via Large Models","Wanli Ni; Zhijin Qin; Haofeng Sun; Xiaoming Tao; Zhu Han","arXiv (Cornell University)","10.48550/arxiv.2503.22064","https://openalex.org/W4416421050","https://arxiv.org/pdf/2503.22064","0","candidate",""
"2025","On the Role of Semantic Communication in Non-Terrestrial Networks","Zijing Wang; Zhenzi Weng; Xiaoming Tao; Zhijin Qin","IEEE Communications Magazine","10.1109/mcom.002.2400595","https://openalex.org/W4410950134",,"2","candidate",""
"2025","Partial Sampling-Based Semantic Communications","Kaiwen Yu; Qi He; Gang Wu; Zhijin Qin","IEEE Transactions on Communications","10.1109/tcomm.2025.3579701","https://openalex.org/W4411270261",,"3","candidate",""
"2025","Progressive Learned Image Transmission for Semantic Communication Using Hierarchical VAE","Guangyi Zhang; Hanlei Li; Yunlong Cai; Qiyu Hu; Guanding Yu; Zhijin Qin","IEEE Transactions on Cognitive Communications and Networking","10.1109/tccn.2025.3546935","https://openalex.org/W4408017160",,"9","candidate",""
"2025","Robust Semantic Communications for Speech Transmission","Zhenzi Weng; Zhijin Qin; Geoffrey Ye Li",,"10.1109/icassp49660.2025.10889160","https://openalex.org/W4408351882",,"5","candidate",""
"2025","Secure Transmission in Wireless Semantic Communications With Adversarial Training","Jiting Shi; Qianyun Zhang; Weihao Zeng; Shufeng Li; Zhijin Qin","IEEE Communications Letters","10.1109/lcomm.2025.3526601","https://openalex.org/W4406138071",,"11","candidate",""
"2025","Semantic Communication Based on Large Language Model for Underwater Image Transmission","Weilong Chen; Wenxuan Xu; Haoran Chen; Xinran Zhang; Zhijin Qin; Yanru Zhang; Zhu Han","IEEE Transactions on Mobile Computing","10.1109/tmc.2025.3607717","https://openalex.org/W4414165894",,"5","candidate",""
"2025","Semantic-Driven AI Agent Communications: Challenges and Solutions","Kaiwen Yu; Mengying Sun; Zhijin Qin; Xiaodong Xu; Ping Yang; Yue Xiao; Gang Wu","arXiv (Cornell University)","10.48550/arxiv.2510.00381","https://openalex.org/W4414806775","https://arxiv.org/pdf/2510.00381","0","candidate",""
"2025","Semantic-Enabled Video Transmission over Packet Erasure Channel","Hao Chen; Wei Chen; Zhijin Qin",,"10.1109/iccworkshops67674.2025.11162464","https://openalex.org/W4414405990",,"0","candidate",""
"2025","Synchronous Multi-Modal Semantic Communication System With Packet-Level Coding","Yun Tian; Jingkai Ying; Zhijin Qin; Ye Jin; Xiaoming Tao","IEEE Transactions on Wireless Communications","10.1109/twc.2025.3534995","https://openalex.org/W4407127899",,"10","candidate",""
"2025","Ten challenges in semantic communications","Zhijin Qin; Ying Jingkai; Xin Gangtao; Fan Pingyi; Feng Wei; Ning Ge; Tao Xiaoming","China Communications","10.23919/jcc.ja.2024-0188","https://openalex.org/W4411472279",,"2","candidate",""
"2026","Goal-oriented communications for future cyber–physical systems","Cheng Feng; Jianhua Pei; Zhijin Qin; Kaibin Huang; Dusit Niyato; Geoffrey Ye Li; Yi Wang; Ping Wang; Chongqing Kang","Nature Reviews Electrical Engineering","10.1038/s44287-026-00303-9","https://openalex.org/W7166837831",,"0","candidate",""
"2026","Meta-Curriculum Federated Learning for Adaptive Task-Oriented Semantic Communication","Shufeng Li; Baoliang Wu; Qianyun Zhang; Zhijin Qin","IEEE Wireless Communications Letters","10.1109/lwc.2026.3685958","https://openalex.org/W7155030197",,"0","candidate",""
"2026","Real-World Applications","Wei Chen; Zhijin Qin","Textbooks in telecommunication engineering","10.1007/978-3-032-11005-3_13","https://openalex.org/W7162947367",,"1","candidate",""
"2026","Semantic Communication Enabled Holographic Video Processing and Transmission","Jingkai Ying; Zi-Han Qi; Ying Feng; Zhijin Qin; Zhu Han; Rahim Tafazolli; Yonina C. Eldar","IEEE Communications Magazine","10.1109/mcom.001.2500333","https://openalex.org/W4415275929","https://arxiv.org/pdf/2510.13408","0","candidate",""
