citation_key,year,title,authors,venue,work_type,doi,openalex_id,abstract,official_url,team_scope,team_evidence,affiliations,cited_by_count,source_verified,source_verification,screening_status,screening_reason,pdf,download_status,download_source,sha256,pages,analysis_status,cross_team_duplicate_of
udsem-a-unified-distributed-learning-framework-for-semantic-communications-over-wireless-networks-2023,2023,UDSem: A Unified Distributed Learning Framework for Semantic Communications Over Wireless Networks,Guoshun Nan; Xinghan Liu; Xinchen Lyu; Qimei Cui; Xiaodong Xu; Ping Zhang,IEEE Network,article,10.1109/mnet.131.2200409,https://openalex.org/W4366957234,"End-to-end semantic communications (ESC) rely on deep neural networks (DNN) to boost the communication efficiency by only transmitting the semantics of data. However, ESC is data-hungry for training millions of neural parameters, while uploading massive data generated by users/devices to a central server is usually impractical due to privacy issues, regulatory guidelines and network congestion, etc. Inspired by federated learning, where each device contributes to the parameters' update by independently computing the gradient based on its local data, we present UDSem, a unified distributed learning framework of semantic communications for texts and images over wireless networks. The key ingredients of our UDSem include 1) a flexible learning mechanism that can be tailored to a device based on its computing capabilities, 2) an efficient learning approach that splits the system into multiple modules and updates the parameters independently both on clients and the central server, 3) a mixed aggregation method that globally updates the neural parameters for each module of the ESC system. Equipped with these ingredients, our proposed UDSem is able to properly fill the gap between the training efficiency of ESC systems and the privacy requirement of users' data. Experimental results over two public benchmarks show the superiority of our UDSem in terms of convergence speed and semantic interpretation, potentially paving the way for distributed semantic communications in future wireless networks.",https://doi.org/10.1109/mnet.131.2200409,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications,19,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Nan_UDSem_A_Unified_Distributed_Learning_Framework_for_Semantic_Communications_Over_Wireless_N.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\UDSem_A_Unified_Distributed_Learning_Framework_for_Semantic_Communications_Over_Wireless_Networks.pdf,572034a5dea63abac5052f7f77aaec88d4cee6548f55bc115c24651fb1126042,8,fulltext_evidence_extracted,
variational-speech-waveform-compression-to-catalyze-semantic-communications-2023,2023,Variational Speech Waveform Compression to Catalyze Semantic Communications,Shengshi Yao; Zixuan Xiao; Sixian Wang; Jincheng Dai; Kai Niu; Ping Zhang,,article,10.1109/wcnc55385.2023.10118921,https://openalex.org/W4376480704,"We propose a novel neural waveform compression method to catalyze emerging speech semantic communications. By introducing nonlinear transform and variational modeling, we effectively capture the dependencies within speech frames and estimate the probabilistic distribution of the speech feature more accurately, giving rise to better compression performance. In particular, the speech signals are analyzed and synthesized by a pair of nonlinear transforms, yielding latent features. An entropy model with hyperprior is built to capture the probabilistic distribution of latent features, followed by quantization and entropy coding. The proposed waveform codec can be optimized flexibly towards arbitrary rate, and the other appealing feature is that it can be easily optimized for any differentiable loss function, including perceptual loss used in semantic communications. To further improve the speech quality, we incorporate residual coding to mitigate the degradation arising from quantization distortion at the latent space. Results indicate that achieving the same perceptual quality score, the proposed method saves up to 27% coding rate than widely used adaptive multi-rate wideband (AMR-WB) codec as well as emerging neural waveform coding methods.",https://doi.org/10.1109/wcnc55385.2023.10118921,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,6,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Yao_Variational_Speech_Waveform_Compression_to_Catalyze_Semantic_Communications.pdf,downloaded,https://arxiv.org/pdf/2212.05294,39f6bce3214c72708f85b9a18429a922f1667f190ad95a59efb1a43aa7d08e81,6,fulltext_evidence_extracted,
witt-a-wireless-image-transmission-transformer-for-semantic-communications-2023,2023,WITT: A Wireless Image Transmission Transformer for Semantic Communications,Ke Yang; Sixian Wang; Jincheng Dai; Kailin Tan; Kai Niu; Ping Zhang,,article,10.1109/icassp49357.2023.10094735,https://openalex.org/W4372348936,"In this paper, we aim to redesign the vision Transformer (ViT) as a new backbone to realize semantic image transmission, termed wireless image transmission transformer (WITT). Previous works build upon convolutional neural networks (CNNs), which are inefficient in capturing global dependencies, resulting in degraded end-to-end transmission performance especially for high-resolution images. To tackle this, the proposed WITT employs Swin Transformers as a more capable backbone to extract long-range information. Different from ViTs in image classification tasks, WITT is highly optimized for image transmission while considering the effect of the wireless channel. Specifically, we propose a spatial modulation module to scale the latent representations according to channel state information, which enhances the ability of a single model to deal with various channel conditions. As a result, extensive experiments verify that our WITT attains better performance for different image resolutions, distortion metrics, and channel conditions. The code is available at https://github.com/KeYang8/WITT.",https://doi.org/10.1109/icassp49357.2023.10094735,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,174,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2023_Yang_WITT_A_Wireless_Image_Transmission_Transformer_for_Semantic_Communications.pdf,downloaded,reused local corpus: controllable-semantic-communications\papers\2023_Yang_WITT_Wireless_Image_Transmission_Transformer.pdf,cce19f043112debb640bb263ffc5094477631860cb84ab45b704729180362d10,5,fulltext_evidence_extracted,
wireless-deep-speech-semantic-transmission-2023,2023,Wireless Deep Speech Semantic Transmission,Zixuan Xiao; Shengshi Yao; Jincheng Dai; Sixian Wang; Kai Niu; Ping Zhang,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",proceedings-article,10.1109/icassp49357.2023.10094680,,,https://doi.org/10.1109/icassp49357.2023.10094680,direct,"补充数据库轮次核验：指定负责人直接署名（Kai Niu, Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。",,38,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2023_Xiao_Wireless_Deep_Speech_Semantic_Transmission.pdf,downloaded,https://arxiv.org/pdf/2211.02283,1cf09eafa4e9a6dc0c2480d6856e9a14df1ddef6bbdfaa147c9e2e5038e45d32,5,fulltext_evidence_extracted,
csba-covert-semantic-backdoor-attack-against-intelligent-connected-vehicles-2024,2024,CSBA: Covert Semantic Backdoor Attack Against Intelligent Connected Vehicles,Xiaodong Xu; Yue Chen; Bizhu Wang; Zhiqiang Bian; Shujun Han; Chen Dong; Chen Sun; Wenqi Zhang; Lexi Xu; Ping Zhang,IEEE Transactions on Vehicular Technology,article,10.1109/tvt.2024.3427713,https://openalex.org/W4400680555,"Semantic communication (SemCom) can reduce data traffic for intelligent connected vehicles (ICVs), given the limited wireless spectrum available. However, it is important to recognize that deep learning-based SemCom is vulnerable to backdoor attacks, which pose significant security risks to ICVs. Therefore, it is crucial to investigate these security risks before integrating SemCom into ICVs. To this end, this study introduces a novel backdoor attack known as Covert Semantic Backdoor Attack (CSBA), specifically designed for SemCom-enabled ICVs. Unlike existing backdoor attack techniques that rely on noticeable triggers, CSBA analyzes the self-contained semantics in transmitted images to determine if they contain the target semantic required for initiating a backdoor attack. Moreover, in the event of an attack by CSBA, the target semantics disappear from the recovered image while the rest of the image remains unchanged, ensuring that the attack remains invisible. Experimental results confirm the effectiveness and the stealthiness of the proposed CSBA schemes across various wireless channel conditions and attack ratios.",https://doi.org/10.1109/tvt.2024.3427713,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Sony (China); China United Network Communications Group (China),13,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Xu_CSBA_Covert_Semantic_Backdoor_Attack_Against_Intelligent_Connected_Vehicles.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\CSBA_Covert_Semantic_Backdoor_Attack_Against_Intelligent_Connected_Vehicles.pdf,dd62d1416d3470aabc42fdae78fc55cb37a76922e61cc9c864da971a0eaa74a2,6,fulltext_evidence_extracted,
cross-modal-generative-semantic-communications-for-mobile-aigc-joint-semantic-encoding-and-prompt-engineering-2024,2024,Cross-Modal Generative Semantic Communications for Mobile AIGC: Joint Semantic Encoding and Prompt Engineering,Yinqiu Liu; Hongyang Du; Dusit Niyato; Jiawen Kang; Zehui Xiong; Shiwen Mao; Ping Zhang; Xuemin Shen,IEEE Transactions on Mobile Computing,article,10.1109/tmc.2024.3449645,https://openalex.org/W4401878764,"Employing massive Mobile AI-Generated Content (AIGC) Service Providers (MASPs) with powerful models, high-quality AIGC services become accessible for resource-constrained end users. However, this advancement, referred to as mobile AIGC, also introduces a significant challenge: users should download large AIGC outputs from the MASPs, leading to substantial bandwidth consumption and potential transmission failures. In this paper, we apply cross-modal <underline xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">G</u>enerative <underline xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Sem</u>antic <underline xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">Com</u>munications (G-SemCom) in mobile AIGC to overcome wireless bandwidth constraints. Specifically, we utilize cross-modal attention maps to indicate the correlation between user prompts and each part of AIGC outputs. In this way, the MASP can analyze the prompt context and filter the most semantically important content efficiently. Only semantic information is transmitted, with which users can recover the entire AIGC output with high quality while saving mobile bandwidth. Since the transmitted information not only preserves the semantics but also prompts the recovery, we formulate a joint semantic encoding and prompt engineering problem to optimize the bandwidth allocation among users. Particularly, we present a human-perceptual metric named Joint Perceptual Similarity and Quality (JPSQ), which is fused by two learning-based measurements regarding semantic similarity and aesthetic quality, respectively. Furthermore, we develop the Attention-aware Deep Diffusion (ADD) algorithm, which learns attention maps and leverages the diffusion process to enhance the environment exploration ability of traditional deep reinforcement learning (DRL). Extensive experiments demonstrate that our proposal can reduce the bandwidth consumption of mobile users by 49.4% on average, with almost no perceptual difference in AIGC output quality. Moreover, the ADD algorithm shows superior performance over baseline DRL methods, with 1.74× higher overall reward.",https://doi.org/10.1109/tmc.2024.3449645,direct,指定团队负责人直接署名：Ping Zhang,Nanyang Technological University; University of Hong Kong; Guangdong University of Technology; Singapore University of Technology and Design; Auburn University; Beijing University of Posts and Telecommunications; University of Waterloo,30,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Liu_Cross_Modal_Generative_Semantic_Communications_for_Mobile_AIGC_Joint_Semantic_Encoding_and.pdf,downloaded,https://hub.hku.hk/bitstream/10722/353211/1/content.pdf,fcf24c4a17dc1c4298c39f7893e2d7ef9e70882a50e171471216e2d543d54ed8,17,fulltext_evidence_extracted,
feature-importance-aware-task-oriented-semantic-transmission-and-optimization-2024,2024,Feature Importance-Aware Task-Oriented Semantic Transmission and Optimization,Yining Wang; Shujun Han; Xiaodong Xu; Haotai Liang; Rui Meng; Chen Dong; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2024.3375496,https://openalex.org/W4392824743,"Incorporating both semantic level information and effectiveness level performance, the task-oriented semantic communication system has been designed for various tasks of different datatype. Although semantic communication improves the spectral utilization to some extent, indiscriminate transmission of semantic information for task-oriented semantic communication can still result in waste of wireless resources. In this paper, we propose an importance-aware joint source-channel coding (I-JSCC) framework for task-oriented semantic communications. A joint semantic-channel transmission (JSCT) mechanism is designed by selectively transmitting task-important features to reduce communication overhead. We define a new metric named task-oriented semantic spectral efficiency (TOSSE) to evaluate the effectiveness and efficiency of the proposed system, which measures the effective semantic information carried by each semantic symbol. An importance-aware semantic resource allocation problem is formulated to maximize the total TOSSE of all users by jointly optimizing the channel assignment and feature selection vector. To solve this problem, a knowledge-assisted proximal policy optimization (K-PPO) based reinforcement learning (RL) algorithm is proposed. The experimental results conducted on CIFAR100 dataset demonstrate the efficacy of the K-PPO algorithm, while also highlighting the superiority of the importance-aware semantic communication system in terms of the TOSSE.",https://doi.org/10.1109/tccn.2024.3375496,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,30,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Wang_Feature_Importance_Aware_Task_Oriented_Semantic_Transmission_and_Optimization.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Feature_Importance-Aware_Task-Oriented_Semantic_Transmission_and_Optimization.pdf,c15172d3c601d151bee086857df0c9da22adde3187547dc9f2db43134ba37ccf,15,fulltext_evidence_extracted,
federated-contrastive-learning-for-personalized-semantic-communication-2024,2024,Federated Contrastive Learning for Personalized Semantic Communication,Yining Wang; Wanli Ni; Wenqiang Yi; Xiaodong Xu; Ping Zhang; Arumugam Nallanathan,IEEE Communications Letters,article,10.1109/lcomm.2024.3415431,https://openalex.org/W4399728304,"In this letter, we design a federated contrastive learning (FedCL) framework aimed at supporting personalized semantic communication. Our FedCL enables collaborative training of local semantic encoders across multiple clients and a global semantic decoder owned by the base station. This framework supports heterogeneous semantic encoders since it does not require client-side model aggregation. Furthermore, to tackle the semantic imbalance issue arising from heterogeneous datasets across distributed clients, we employ contrastive learning to train a semantic centroid generator (SCG). This generator obtains representative global semantic centroids that exhibit intra-semantic compactness and inter-semantic separability. Consequently, it provides superior supervision for learning discriminative local semantic features. Additionally, we conduct theoretical analysis to quantify the convergence performance of FedCL. Simulation results verify the superiority of the proposed FedCL framework compared to other distributed learning benchmarks in terms of task performance and robustness under different numbers of clients and channel conditions, especially in low signal-to-noise ratio and highly heterogeneous data scenarios.",https://doi.org/10.1109/lcomm.2024.3415431,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Tsinghua University; University of Essex; Queen Mary University of London,13,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Wang_Federated_Contrastive_Learning_for_Personalized_Semantic_Communication.pdf,downloaded,https://arxiv.org/pdf/2406.09182,5a8328c9471a2b24c9fea2793da6604f3d311c07f2eff6b8dbbc8b9eccabc938,5,fulltext_evidence_extracted,
fuse-before-transmit-a-multimodal-semantic-communication-method-2024,2024,Fuse Before Transmit: A Multimodal Semantic Communication Method,Leiyu Wang; Xiaodong Xu; Hao Chen; Yaping Sun; Nan Ma; Ping Zhang,2024 IEEE Globecom Workshops (GC Wkshps),proceedings-article,10.1109/gcwkshp64532.2024.11100606,,,https://doi.org/10.1109/gcwkshp64532.2024.11100606,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,2,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2024_Wang_Fuse_Before_Transmit_A_Multimodal_Semantic_Communication_Method.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Fuse_Before_Transmit_A_Multimodal_Semantic_Communication_Method.pdf,67659aa971de7cf7257f1934ea02120813cde74bb26147d286d8e13b1f9d82f9,5,fulltext_evidence_extracted,
importance-of-semantic-information-based-on-semantic-value-2024,2024,Importance of Semantic Information Based on Semantic Value,Shang Gao; Xiaoqi Qin; Li Chen; Yunfei Chen; Kaifeng Han; Ping Zhang,IEEE Transactions on Communications,article,10.1109/tcomm.2024.3385915,https://openalex.org/W4394586111,"Semantic communication shows great promise in reducing network traffic and alleviating spectrum shortage. While many semantic theories have been put forward, how to measure the importance of semantic information theoretically remains an open issue. In this paper, we propose semantic value, a metric that measures the importance of semantic information, for text transmission. First, we model a semantic communication system for text transmission, in which semantic information is represented by semantic triplets. Then, we propose a hybrid communication mechanism to ensure the success of text transmission. Finally, we compare the performances of the conventional mode and the semantic mode in terms of latency and derive conditions leading to minimum latency.",https://doi.org/10.1109/tcomm.2024.3385915,direct,指定团队负责人直接署名：Ping Zhang,University of Science and Technology of China; Beijing University of Posts and Telecommunications; Durham University; China Academy of Information and Communications Technology,9,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Gao_Importance_of_Semantic_Information_Based_on_Semantic_Value.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Importance_of_Semantic_Information_Based_on_Semantic_Value.pdf,26c5495e39aa983a10856dd4e1df2622fc561f6ec93e3eb99ee5eb2b10fbb232,15,fulltext_evidence_extracted,
information-conductivity-universal-performance-measure-for-semantic-communications-2024,2024,Information conductivity: Universal performance measure for semantic communications,Liang Zijian; Niu Kai; Ping Zhang,China Communications,article,10.23919/jcc.fa.2023-0757.202407,https://openalex.org/W4400878001,"As a novel paradigm, semantic communication provides an effective solution for breaking through the future development dilemma of classical communication systems. However, it remains an unsolved problem of how to measure the information transmission capability for a given semantic communication method and subsequently compare it with the classical communication method. In this paper, we first present a review of the semantic communication system, including its system model and the two typical coding and transmission methods for its implementations. To address the unsolved issue of the information transmission capability measure for semantic communication methods, we propose a new universal performance measure called Information Conductivity. We provide the definition and the physical significance to state its effectiveness in representing the information transmission capabilities of the semantic communication systems and present elaborations including its measure methods, degrees of freedom, and progressive analysis. Experimental results in image transmission scenarios validate its practical applicability.",https://doi.org/10.23919/jcc.fa.2023-0757.202407,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,3,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Zijian_Information_conductivity_Universal_performance_measure_for_semantic_communications.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Information_conductivity_Universal_performance_measure_for_semantic_communications.pdf,6982b850763bf691903b97992f82045c064ea8c2c6d48ba27bde3ffb9e1ebbfc,20,fulltext_evidence_extracted,
interference-suppressed-noma-for-semantic-aware-communication-networks-2024,2024,Interference Suppressed NOMA for Semantic-Aware Communication Networks,Yimeng Zhang; Ruikang Zhong; Yuanwei Liu; Wenjun Xu; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2024.3371775,,,https://doi.org/10.1109/twc.2024.3371775,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,15,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2024_Zhang_Interference_Suppressed_NOMA_for_Semantic_Aware_Communication_Networks.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Interference_Suppressed_NOMA_for_Semantic-Aware_Communication_Networks.pdf,d66f0543cd3a6f782dad5da4c8208a91ca38b029ae1501ba4e75854728bcb42c,15,fulltext_evidence_extracted,
knowledge-base-enabled-semantic-communication-a-generative-perspective-2024,2024,Knowledge Base Enabled Semantic Communication: A Generative Perspective,Jinke Ren; Zezhong Zhang; Jie Xu; Guanying Chen; Yaping Sun; Ping Zhang; Shuguang Cui,IEEE Wireless Communications,article,10.1109/mwc.001.2300553,,,https://doi.org/10.1109/mwc.001.2300553,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,46,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2024_Ren_Knowledge_Base_Enabled_Semantic_Communication_A_Generative_Perspective.pdf,downloaded,https://arxiv.org/pdf/2311.12443,290077d26892701a55df0baaf8c925c4b6a68c268ca9c862ec3f8a285a0972fa,9,fulltext_evidence_extracted,
mdvscefficient-wireless-model-division-video-semantic-communication-2024,2024,MDVSC—Efficient Wireless Model Division Video Semantic Communication,Zhicheng Bao; Haotai Liang; Chen Dong; Cong Li; Xiaodong Xu; Ping Zhang,IEEE Internet of Things Journal,article,10.1109/jiot.2024.3464614,https://openalex.org/W4402742683,"This article introduces a novel method for transmitting video data over noisy wireless channels with high efficiency and controllability. The method derivates from model division multiple access (MDMA) to extract common semantic features from video frames. It also uses deep joint source-channel coding (JSCC) as the main framework to establish communication links and deal with channel noise. An entropy-based semantic importance coding scheme is developed to adjust the data amount accurately and explicitly. We name our method as model division video semantic communication (MDVSC). The main steps of our approach are as follows: first, video frames are transformed into a latent space to reduce computational complexity and redistribute data. Then, common features and individual features are extracted, and semantic importance coding is applied to further eliminate redundant semantic information under the communication bandwidth constraint. We evaluate our method on standard video test sequences and compare it with traditional wireless video coding methods. The results show that MDVSC generally surpasses the conventional methods in terms of quality metrics and has the capability to control code length precisely. Moreover, additional experiments and ablation studies are conducted to demonstrate its potential for various tasks.",https://doi.org/10.1109/jiot.2024.3464614,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; China Academy of Space Technology,18,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Bao_MDVSC_Efficient_Wireless_Model_Division_Video_Semantic_Communication.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\MDVSCEfficient_Wireless_Model_Division_Video_Semantic_Communication.pdf,e74a442a56e5bf11983791467aca09ce866aae98b456af1dfcf3231b776fefe9,16,fulltext_evidence_extracted,
moc-rvq-multilevel-codebook-assisted-digital-generative-semantic-communication-2024,2024,MOC-RVQ: Multilevel Codebook-Assisted Digital Generative Semantic Communication,Yingbin Zhou; Yaping Sun; Guanying Chen; Xiaodong Xu; Hao Chen; Binhong Huang; Shuguang Cui; Ping Zhang,,article,10.1109/globecom52923.2024.10901060,https://openalex.org/W4408324402,"Vector quantization-based image semantic communication systems have successfully boosted transmission efficiency, but face challenges with conflicting requirements between code-book design and digital constellation modulation. Traditional codebooks need wide index ranges, while modulation favors few discrete states. To address this, we propose a multilevel generative semantic communication system with a two-stage training framework. In the first stage, we train a high-quality codebook, using a multi-head octonary codebook (MOC) to compress the index range. In addition, a residual vector quantization (RVQ) mechanism is also integrated for effective multilevel communication. In the second stage, a noise reduction block (NRB) based on Swin Transformer is introduced, coupled with the multilevel codebook from the first stage, serving as a high-quality semantic knowledge base (SKB) for generative feature restoration. Finally, to simulate modern image transmission scenarios, we employ a diverse collection of high-resolution 2K images as the test set. The experimental results consistently demonstrate the superior performance of MOC-RVQ over conventional methods such as BPG or JPEG. Additionally, MOC-RVQ achieves comparable performance to an analog JSCC scheme, while needing only one-sixth of the channel bandwidth ratio (CBR) and being directly compatible with digital transmission systems.",https://doi.org/10.1109/globecom52923.2024.10901060,direct,指定团队负责人直接署名：Ping Zhang,"Chinese University of Hong Kong, Shenzhen; Peng Cheng Laboratory; Beijing University of Posts and Telecommunications",14,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Zhou_MOC_RVQ_Multilevel_Codebook_Assisted_Digital_Generative_Semantic_Communication.pdf,downloaded,https://arxiv.org/pdf/2401.01272,89c243c0316d5ce59107cce64589f075de827621bfd42c5c366b8586fe981c11,6,fulltext_evidence_extracted,
orthogonal-model-division-multiple-access-2024,2024,Orthogonal Model Division Multiple Access,Haotai Liang; Kaijun Liu; Xiaoyi Liu; Hongchao Jiang; Chen Dong; Xiaodong Xu; Kai Niu; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2024.3384421,https://openalex.org/W4394939043,"Multiple access technologies are critical technologies in every communication era. As a promising paradigm for next-generation mobile communication, semantic communication has explored new semantic information space resources. Based on the characteristic that different semantic models cannot understand semantic information generated by other models, we propose the concept of semantic orthogonal signals. Combining the advantages of Deep joint source and channel coding (DeepJSCC), an Orthogonal-Model Division Multiple Access (O-MDMA) technology that can be applied to any semantic model is proposed. The essence of O-MDMA is to migrate the anti-interference capability of DeepJSCC to the multi-user capacity. Compared with Non-Orthgonal Multiple Access (NOMA) and Model Division Multiple Access (MDMA) technologies, O-MDMA has better performance. The O-MDMA can be integrated with NOMA, and experimental results show that the combined technique can save more bandwidth.",https://doi.org/10.1109/twc.2024.3384421,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,20,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Liang_Orthogonal_Model_Division_Multiple_Access.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Orthogonal_Model_Division_Multiple_Access.pdf,8ae1fe85d01552e50ddb3584cb06c6f48a0f049f0fe0128b956ccc3cafec16c9,15,fulltext_evidence_extracted,
rate-distortion-perception-controllable-joint-source-channel-coding-for-high-fidelity-generative-semantic-communications-2024,2024,Rate-Distortion-Perception Controllable Joint Source-Channel Coding for High-Fidelity Generative Semantic Communications,Kailin Tan; Jincheng Dai; Zhenyu Liu; Sixian Wang; Xiaoqi Qin; Wenjun Xu; Kai Niu; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2024.3511960,https://openalex.org/W4405092725,"End-to-end image transmission has recently become a crucial trend in intelligent wireless communications, driven by the increasing demand for high bandwidth efficiency. However, existing methods primarily optimize the trade-off between bandwidth cost and objective distortion, often failing to deliver visually pleasing results aligned with human perception. In this paper, we propose a novel rate-distortion-perception (RDP) jointly optimized joint source-channel coding (JSCC) framework to enhance perception quality in human communications. Our RDP-JSCC framework integrates a flexible plug-in conditional Generative Adversarial Networks (GANs) to provide detailed and realistic image reconstructions at the receiver, overcoming the limitations of traditional rate-distortion optimized solutions that typically produce blurry or poorly textured images. Based on this framework, we introduce a distortion-perception controllable transmission (DPCT) model, which addresses the variation in the perception-distortion trade-off. DPCT uses a lightweight spatial realism embedding module (SREM) to condition the generator on a realism map, enabling the customization of appearance realism for each image region at the receiver from a single transmission. Furthermore, for scenarios with scarce bandwidth, we propose an interest-oriented content-controllable transmission (CCT) model. CCT prioritizes the transmission of regions that attract user attention and generates other regions from an instance label map, ensuring both content consistency and appearance realism for all regions while proportionally reducing channel bandwidth costs. Comprehensive experiments demonstrate the superiority of our RDP-optimized image transmission framework over state-of-the-art engineered image transmission systems and advanced perceptual methods.",https://doi.org/10.1109/tccn.2024.3511960,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",Beijing University of Posts and Telecommunications; University of Surrey,5,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2024_Tan_Rate_Distortion_Perception_Controllable_Joint_Source_Channel_Coding_for_High_Fidelity_Gene.pdf,downloaded,reused local corpus: controllable-semantic-communications\papers\2025_Tan_RDP_Controllable_JSCC_Generative_Semantic.pdf,c1f3ca84cb98415dbc1e3b89f93750b53d225de0391602b93347bbf27e536cf1,13,fulltext_evidence_extracted,
